Response.ID,RL1_Country,RL1_FP.region,RL1_FR.region,RL1_State.abbr,RL1_State,RL2_FIPS,RL2_County,FC1_Owned.ac,FC1_Leased.ac,FC3_Owned.crops.ac,FC3_Owned.natural.ac,FC3_Owned.fallow.ac,FC3_Owned.pasture.ac,FC3_Owned.built.ac,FC4_Leased.crops.ac,FC4_Leased.natural.ac,FC4_Leased.fallow.ac,FC4_Leased.pasture.ac,FC4_Leased.built.ac,FC6_Conv.ac,FC6_Cert.org.ac,FC6_Trans.org.ac,FC6_Noncert.org.ac,FC6_Mngt.3t,FC7_Cropped.percent,FC7_Grazed.percent,FC1_Total.ac,FC8_Csys_3type,CM1_Cur.pre.nev,IC1_Cur.pre.nev,IP1_Cur.pre.nev,RT1_Cur.pre.nev,CR1_Cur.pre.nev_REV,CC1_Cur.pre.nev,BP1_Cur.pre.nev,RB1_Cur.pre.nev,CM1_binary,IC1_binary,IP1_binary,RT1_binary,CR1_binary,CC1_binary,BP1_binary,RB1_binary
R_29cSZ2kh1FZEPHf,USA,Pacific,Fruitful.Rim,WA,Washington,53057,Skagit,47,0,2,NA,9,35,1,NA,NA,NA,NA,NA,0,0,0,2,Organic,5,95,47,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_29hQj13Y9022O5X,USA,Northeast,Northern.Crescent,MD,Maryland,24021,Frederick,25,0,4,15,0,6,0.25,NA,NA,NA,NA,NA,0,10,0,0,Organic,40,60,25,Specialty,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_2AHEzKymZctRHDA,USA,Pacific,Fruitful.Rim,OR,Oregon,41063,Wallowa,0,60,NA,NA,NA,NA,NA,18,0,42,0,0,0,60,0,0,Organic,100,0,60,Specialty,NA,NA,1,1,NA,NA,3,4,NA,NA,1,1,NA,NA,0,0
R_2aLfK6TugM39wKa,USA,Corn.Belt,NA,IN,Indiana,NA,NA,40,0,40,38,0,0,2,NA,NA,NA,NA,NA,0,40,0,0,Organic,100,0,40,Mixed,1,2,3,3,1,1,1,1,1,0,0,0,1,1,1,1
R_2aRe3Q4JhoFe8Sm,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48285,Lavaca,27,0,1.5,7,NA,18,0.5,NA,NA,NA,NA,NA,25,0,1,0,Split,1,99,27,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2aVNXuiLuISqJCu,USA,Northeast,Northern.Crescent,NY,New.York,36107,Tioga,106,0,4,91,5,5,1,NA,NA,NA,NA,NA,0,4,0,0,Organic,100,0,106,Mixed,1,3,1,3,1,1,3,1,1,0,1,0,1,1,0,1
R_2aYae0TzWQRcWCy,USA,Pacific,Fruitful.Rim,CA,California,6065,Riverside,60,0,58,0,0,0,2,NA,NA,NA,NA,NA,0,60,0,0,Organic,100,0,60,Specialty,1,1,1,3,3,1,1,1,1,1,1,0,0,1,1,1
R_2AYmUc5V2YlzxYc,USA,Pacific,Fruitful.Rim,OR,Oregon,41005,Clackamas,400,0,180,100,0,100,20,NA,NA,NA,NA,NA,0,285,0,115,Organic,65,35,400,Mixed,3,1,3,1,1,1,3,1,0,1,0,1,1,1,0,1
R_2b0CiaO5nxnBgC4,USA,Corn.Belt,Heartland,IA,Iowa,19103,Johnson,0,150,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,120,30,Organic,100,0,150,Mixed,1,3,3,1,1,1,3,3,1,0,0,1,1,1,0,0
R_2b2fUDRxEdeUvHv,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55083,Oconto,285,0,106,136,0,42,3,NA,NA,NA,NA,NA,0,0,0,187,Organic,60,40,285,Mixed,1,3,1,1,1,1,1,4,1,0,1,1,1,1,1,0
R_2B2nCsTCkRO7CPX,USA,Northeast,Northern.Crescent,NY,New.York,36065,Oneida,45,0,5,10,0,30,0,NA,NA,NA,NA,NA,5,0,0,0,Conventional,15,85,45,Mixed,2,3,3,1,1,1,3,1,0,0,0,1,1,1,0,1
R_2B4MtqPrSlRie4Z,USA,Lake.States,Northern.Crescent,MI,Michigan,26093,Livingston,3,0,5,13,0,6,6,NA,NA,NA,NA,NA,0,11,0,0,Organic,95,5,3,Mixed,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_2B52JYXa1XWqQ3X,USA,Southeast,Southern.Seaboard,GA,Georgia,13113,Fayette,10,0,3,0,7,0,0,NA,NA,NA,NA,NA,0,10,0,0,Organic,100,0,10,Specialty,3,3,1,1,1,1,3,4,0,0,1,1,1,1,0,0
R_2B8yYdWfgyACSLk,USA,Pacific,Basin.and.Range,CA,California,6023,Humboldt,9,0,5,0,0,0,4,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,9,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2Bg6q8VtU23XTBQ,USA,Appalachian,Eastern.Uplands,KY,Kentucky,21023,Bracken,109,0,12,80,15,0,2,NA,NA,NA,NA,NA,0,0,0,12,Organic,11,89,109,Mixed,3,1,1,3,2,3,3,1,0,1,1,0,0,0,0,1
R_2bH8MtmMBM0dg4P,USA,Northeast,Northern.Crescent,NY,New.York,36055,Monroe,14,0,11,1,0,1,1,NA,NA,NA,NA,NA,10,0,0,2,Split,100,0,14,Mixed,1,2,1,3,1,1,1,4,1,0,1,0,1,1,1,0
R_2bHj7jhUoIFeh3F,USA,Northeast,Northern.Crescent,NY,New.York,36117,Wayne,226,90,100,76,0,47,3,90,0,0,0,0,226,0,0,0,Conventional,70,30,316,Mixed,1,3,1,2,1,1,1,1,1,0,1,0,1,1,1,1
R_2bJjQUG65SZD36U,USA,Pacific,Fruitful.Rim,CA,California,6113,Yolo,320,600,320,0,0,0,0,600,0,0,0,0,0,100,0,0,Organic,100,0,920,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2BkXcfXUMjQWjVC,USA,Lake.States,Northern.Crescent,MI,Michigan,26155,Shiawassee,136,0,10,40,0,80,5,NA,NA,NA,NA,NA,0,0,0,10,Organic,100,0,136,Mixed,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_2BlkwJJVgRjiQTK,USA,Northeast,Northern.Crescent,NY,New.York,36065,Oneida,12,0,8,0,0,0,4,NA,NA,NA,NA,NA,8,0,0,0,Conventional,100,0,12,Specialty,1,1,3,1,1,1,1,4,1,1,0,1,1,1,1,0
R_2bOtQM8OR8C1dSW,USA,Mountain,Basin.and.Range,CO,Colorado,8077,Mesa,20,40,20,0,0,0,0,40,0,0,0,0,0,55,5,0,Organic,100,0,60,Specialty,1,1,3,1,4,1,3,4,1,1,0,1,0,1,0,0
R_2BybngyBMgDagxv,USA,Southern.Plains,Southern.Seaboard,TX,Texas,48289,Leon,10,0,5,5,0,0,0,NA,NA,NA,NA,NA,0,0,0,10,Organic,100,0,10,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2BzaJJOMlJbvhNo,USA,Pacific,Fruitful.Rim,WA,Washington,53067,Thurston,0,50,NA,NA,NA,NA,NA,20,0,30,0,0,0,20,0,0,Organic,100,0,50,Mixed,1,1,1,NA,NA,1,2,2,1,1,1,NA,NA,1,0,0
R_2c74amBlapBFpNG,USA,Mountain,Prairie.Gateway,CO,Colorado,8089,Otero,0,40,NA,NA,NA,NA,NA,36,0,0,0,0,0,36,0,0,Organic,100,0,40,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2cCLLv7qfi9R8Si,USA,Mountain,Basin.and.Range,CO,Colorado,8029,Delta,100,1,90,0,10,0,0,1,0,0,0,0,0,101,0,0,Organic,100,0,101,Specialty,1,1,2,1,4,1,1,4,1,1,0,1,0,1,1,0
R_2CcR5BgyqjAXzx0,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33009,Grafton,25,15,6,10,6,0,2,8,1,5,0,1,0,15,0,0,Organic,100,0,40,Specialty,1,1,3,3,1,1,3,1,1,1,0,0,1,1,0,1
R_2cdOA4ZN6Cequ8I,USA,Corn.Belt,Heartland,IA,Iowa,19015,Boone,11,2,3,6,0,0,2,2,0,0,0,0,0,0,0,11,Organic,90,10,13,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2CEs4Rvm2PGcoQc,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,375,0,6,147.5,20,200,1.5,NA,NA,NA,NA,NA,0,0,0,3.5,Organic,3,97,375,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2cirn9dEjNvfBKg,USA,Lake.States,Heartland,MN,Minnesota,27169,Winona,280,0,240,25,7,0,1,NA,NA,NA,NA,NA,0,240,0,0,Organic,100,0,280,Mixed,1,3,1,3,1,1,3,1,1,0,1,0,1,1,0,1
R_2ckGxjAhdFuCo6D,USA,Corn.Belt,Heartland,IN,Indiana,18003,Allen,29,0,20,0,0,0,0,NA,NA,NA,NA,NA,0,20,0,0,Organic,100,0,29,Mixed,1,3,1,1,1,1,1,4,1,0,1,1,1,1,1,0
R_2cqDHwRrKEutfbr,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33013,Merrimack,1.3,0,0.5,0,0,0,0,NA,NA,NA,NA,NA,0,0.5,0,0,Organic,100,0,1.3,Specialty,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
R_2CvRhbyOcwikobJ,USA,Pacific,Fruitful.Rim,CA,California,6113,Yolo,27,0,24,0,0,0,3,NA,NA,NA,NA,NA,0,0,0,24,Organic,100,0,27,Mixed,1,3,3,3,3,3,3,1,1,0,0,0,0,0,0,1
R_2dhIYlntdJXyXei,USA,Northeast,Northern.Crescent,NY,New.York,36089,St.Lawrence,800,0,10,635,100,50,5,NA,NA,NA,NA,NA,0,700,0,100,Organic,50,50,800,Mixed,3,1,1,3,1,3,1,3,0,1,1,0,1,0,1,0
R_2dhjfioXrjBvWVb,USA,Pacific,Fruitful.Rim,CA,California,6001,Alameda,0,3,NA,NA,NA,NA,NA,2.875,0,0,0,0.125,0,3,0,0,Organic,100,0,3,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_2dlGSRavhSJTLab,USA,Pacific,Fruitful.Rim,OR,Oregon,41071,Yamhill,29,0,16,12,0,0,1,NA,NA,NA,NA,NA,0,16,0,0,Organic,100,0,29,Specialty,1,1,2,1,4,1,3,4,1,1,0,1,0,1,0,0
R_2DLIsewzYAus1K2,USA,Mountain,Basin.and.Range,NV,Nevada,32019,Lyon,80,0,10,67,0,2,1,NA,NA,NA,NA,NA,0,80,0,0,Organic,90,10,80,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2dQtU4S3Fhnj8HN,USA,Pacific,Fruitful.Rim,OR,Oregon,41029,Jackson,28,0,10,0,0,0,0,NA,NA,NA,NA,NA,0,10,0,0,Organic,100,0,28,Mixed,1,1,3,1,1,1,3,1,1,1,0,1,1,1,0,1
R_2dsejcxRTtJApcQ,USA,Lake.States,Northern.Great.Plains,MN,Minnesota,27107,Norman,2000,6000,2000,0,0,0,0,6000,0,0,0,0,7400,600,0,0,Split,100,0,8000,Mixed,3,1,3,1,1,1,1,3,0,1,0,1,1,1,1,0
R_2dTmjf80NHk6pTO,USA,Lake.States,Northern.Crescent,MN,Minnesota,27123,Ramsey,0,5.5,NA,NA,NA,NA,NA,5.5,0,0,0,0,0,5,0.5,0,Organic,100,0,5.5,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_2du9I3quHLG0ZdJ,USA,Pacific,Fruitful.Rim,CA,California,6007,Butte,230,0,220,7,0,0,3,NA,NA,NA,NA,NA,0,222,0,0,Organic,100,0,230,Specialty,2,2,1,1,2,1,2,1,0,0,1,1,0,1,0,1
R_2E0EhPHOeaAiC0X,USA,Southeast,Fruitful.Rim,FL,Florida,12073,Leon,3.5,0,2,1,0,0,0.5,NA,NA,NA,NA,NA,0,0,0,2,Organic,100,0,3.5,Specialty,1,1,1,1,4,1,3,4,1,1,1,1,0,1,0,0
R_2EGIffNvrRh4ONK,USA,Corn.Belt,Heartland,OH,Ohio,39095,Lucas,15,0,1,0,10,2,1,NA,NA,NA,NA,NA,0,2,0,0,Organic,100,0,15,Specialty,1,1,1,3,3,1,3,4,1,1,1,0,0,1,0,0
R_2EhlRMIIsktRrRv,USA,Northeast,Northern.Crescent,NY,New.York,36051,Livingston,925,15,646,275,0,0,4,15,0,0,0,0,646,0,0,0,Conventional,100,0,940,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2eOJHJenmNQDZK1,USA,Pacific,Fruitful.Rim,CA,California,6107,Tulare,20,0,20,0,0,0,0,NA,NA,NA,NA,NA,4,16,0,0,Split,100,0,20,Specialty,2,1,3,1,4,1,1,1,0,1,0,1,0,1,1,1
R_2eR6ZHuvoH2DhjY,USA,Pacific,Fruitful.Rim,CA,California,6101,Sutter,1200,87,1200,0,0,0,0,87,0,0,0,0,315,750,142,0,Split,100,0,1287,Specialty,1,1,1,1,4,1,3,1,1,1,1,1,0,1,0,1
R_2Esgxk1LZ3rSmTc,USA,Northern.Plains,Prairie.Gateway,NE,Nebraska,31095,Jefferson,0,1,NA,NA,NA,NA,NA,0.75,0,0.25,0,0,0,0,0,1,Organic,100,0,1,Specialty,3,1,1,3,1,1,3,4,0,1,1,0,1,1,0,0
R_2f7kHd4F7KjDTJ9,USA,Northeast,Northern.Crescent,NY,New.York,36053,Madison,70,0,5,30,4,30,1,NA,NA,NA,NA,NA,0,0,70,0,Organic,85,15,70,Mixed,2,1,1,3,1,1,1,1,0,1,1,0,1,1,1,1
R_2f9YxhJDCkf6pu0,USA,Northeast,Northern.Crescent,VT,Vermont,50007,Chittenden,57,0,25,15,0,15,2,NA,NA,NA,NA,NA,0,57,0,0,Organic,100,0,57,Specialty,3,1,1,1,4,1,NA,1,0,1,1,1,0,1,NA,1
R_2fBf7zJLJZQWL1w,USA,Northeast,Northern.Crescent,NY,New.York,36037,Genesee,625,500,150,110,NA,350,15,475,0,0,25,0,0,1000,0,0,Organic,65,35,1125,Mixed,1,1,3,1,1,3,3,1,1,1,0,1,1,0,0,1
R_2fjvH80a0TUgbSW,USA,Lake.States,Northern.Crescent,MI,Michigan,26125,Oakland,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,1,Specialty,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,1
R_2fpIT51r3wkScFI,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55007,Bayfield,10,0,5,2,0,2,1,NA,NA,NA,NA,NA,0,0,0,6,Organic,33,67,10,Specialty,1,3,3,NA,1,NA,3,3,1,0,0,NA,1,NA,0,0
R_2fqgp6lcFgRM8od,USA,Pacific,Fruitful.Rim,OR,Oregon,41029,Jackson,5,0,0.5,0.75,0,3,0.75,NA,NA,NA,NA,NA,0,0,0,0.5,Organic,15,85,5,Specialty,1,1,1,1,4,3,1,1,1,1,1,1,0,0,1,1
R_2fvPKVxRl7w9Ahu,USA,Pacific,Fruitful.Rim,CA,California,6107,Tulare,35,0,6,0,21,7,1,NA,NA,NA,NA,NA,0,35,0,0,Organic,20,80,35,Specialty,2,3,1,1,4,2,3,3,0,0,1,1,0,0,0,0
R_2h5v2TnclPSr0gp,USA,Pacific,Fruitful.Rim,OR,Oregon,41053,Polk,250,0,230,0,0,0,20,NA,NA,NA,NA,NA,230,0,0,0,Conventional,100,0,250,Specialty,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,0
R_2mWJbZtirk4dWdX,USA,Mountain,Basin.and.Range,NM,New.Mexico,35049,Santa.Fe,4,0,0,0,3,0,0,NA,NA,NA,NA,NA,0,0.5,0,3.5,Organic,100,0,4,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2OHAMO4FAl9PtUN,USA,Pacific,NA,CA,California,NA,NA,2,7,0,0,2,0,0,6,0,1,0,0,0,9,0,0,Organic,100,0,9,Specialty,3,1,3,1,1,1,3,4,0,1,0,1,1,1,0,0
R_2OO7Q3lWVy2kkui,USA,Pacific,Fruitful.Rim,CA,California,6107,Tulare,10000,0,10000,0,0,0,0,NA,NA,NA,NA,NA,10000,0,0,0,Conventional,100,0,10000,Specialty,1,3,3,1,4,3,1,1,1,0,0,1,0,0,1,1
R_2OTEVhhosYMhnLl,USA,Appalachian,Eastern.Uplands,NC,North.Carolina,37087,Haywood,5,0,0.5,2,0,2,0.5,NA,NA,NA,NA,NA,0,0,0,5,Organic,75,25,5,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2P6caINYN09OtL8,USA,Northeast,Northern.Crescent,NY,New.York,36065,Oneida,106,36,70,30,4,0,2,16,19,1,0,0,86,0,0,86,Split,100,0,142,Mixed,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
R_2PA3BD3gm4Qklfo,USA,Pacific,Fruitful.Rim,OR,Oregon,41047,Marion,67,0,30,19,0,16,2,NA,NA,NA,NA,NA,23,39,5,0,Split,71,29,67,Mixed,1,3,1,3,1,1,1,1,1,0,1,0,1,1,1,1
R_2Pcd8pBNLEihTDB,USA,Northeast,Northern.Crescent,NY,New.York,36063,Niagara,250,275,156,52,12,0,10,250,15,0,0,10,570,6,0,0,Split,100,0,525,Specialty,1,3,3,1,4,3,1,1,1,0,0,1,0,0,1,1
R_2pLBejS42N2sojk,USA,Mountain,Basin.and.Range,CO,Colorado,8029,Delta,325,0,225,100,0,0,0,NA,NA,NA,NA,NA,0,225,0,0,Organic,30,70,325,Mixed,1,1,3,3,1,1,3,3,1,1,0,0,1,1,0,0
R_2PqjvP7quDStLjr,USA,Pacific,Fruitful.Rim,WA,Washington,53053,Pierce,30,0,20,0,5,0,1,NA,NA,NA,NA,NA,0,30,0,0,Organic,99,1,30,Specialty,1,1,1,3,1,3,3,1,1,1,1,0,1,0,0,1
R_2pRkgj4ZjqN6bit,USA,Mountain,Basin.and.Range,NV,Nevada,32001,Churchill,50,350,350,40,0,0,10,300,25,0,0,20,300,50,0,0,Split,100,0,400,Mixed,1,3,1,1,1,1,1,4,1,0,1,1,1,1,1,0
R_2q3IvQkFAIMQ3PP,USA,Northeast,Northern.Crescent,ME,Maine,23021,Piscataquis,20,3,2,17.9,0,0,0.1,3,0,0,0,0,0,5,0,0,Organic,95,5,23,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2qCz0OH5ZF9mBFo,USA,Northeast,Northern.Crescent,NY,New.York,36115,Washington,110,0,68,22,19,0,1,NA,NA,NA,NA,NA,0,0,0,3,Organic,4,96,110,Mixed,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
R_2qEpfvn5GEgKrqJ,USA,Northeast,Northern.Crescent,NY,New.York,36023,Cortland,46,15,15,5,5,18,3,15,0,0,0,0,0,61,0,0,Organic,100,0,61,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2qghSLJFXYJ1RBq,USA,Mountain,Northern.Great.Plains,MT,Montana,30035,Glacier,10000,2000,10000,0,0,0,0,2000,0,0,0,0,11560,440,0,0,Split,90,10,12000,Mixed,1,3,3,1,1,3,3,4,1,0,0,1,1,0,0,0
R_2QM8Ux1spOhTNr0,USA,Appalachian,Southern.Seaboard,NC,North.Carolina,37081,Guilford,200,600,150,25,10,0,15,600,0,0,0,0,600,200,0,0,Split,100,0,800,Mixed,3,3,3,1,1,3,3,1,0,0,0,1,1,0,0,1
R_2QMq7jM3535F1xQ,USA,Northeast,Northern.Crescent,NY,New.York,36111,Ulster,0,1.5,NA,NA,NA,NA,NA,1.5,0,0,0,0,0,1.5,0,0,Organic,100,0,1.5,Specialty,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1
R_2qpETCEIRfATMzF,USA,Pacific,Fruitful.Rim,WA,Washington,53057,Skagit,0,4.5,NA,NA,NA,NA,NA,4.5,0,0,0,0,0,4.5,0,0,Organic,100,0,4.5,Specialty,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
R_2QPvRgPFZsR02cu,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55053,Jackson,720,0,2.5,712.5,0,0,5,NA,NA,NA,NA,NA,0,2.5,0,0,Organic,100,0,720,Specialty,3,1,3,3,3,3,3,1,0,1,0,0,0,0,0,1
R_2qrPNSzT8aOAiOI,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,7,0,1,2,3,0,1,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,7,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2QXVl6EhmGYJeAC,USA,Northeast,Northern.Crescent,NY,New.York,36015,Chemung,75,12,6,35,34,0,0,12,0,0,0,0,0,8,0,10,Organic,100,0,87,Specialty,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1
R_2QyQKf44Y2a17e8,USA,Northeast,Northern.Crescent,NY,New.York,36103,Suffolk,6,0,4,0,0,0,2,NA,NA,NA,NA,NA,0,3.8,0,0.2,Organic,95,5,6,Specialty,1,3,1,1,1,2,1,4,1,0,1,1,1,0,1,0
R_2Racb7460Il2O6m,USA,Mountain,Basin.and.Range,CO,Colorado,8085,Montrose,230,0,47,0,0,179,4,NA,NA,NA,NA,NA,0,0,0,179,Organic,30,70,230,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2rDg1eumt9qd71d,USA,Corn.Belt,NA,IL,Illinois,NA,NA,40,70,110,0,0,0,0,110,0,0,0,0,0,40,70,0,Organic,100,0,110,Mixed,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_2RPRtArw1iF1syf,USA,Corn.Belt,Heartland,OH,Ohio,39165,Warren,0,7,NA,NA,NA,NA,NA,2,0,5,0,0,0,7,0,0,Organic,100,0,7,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2rTwpbw3FH3Dhy0,USA,Pacific,Fruitful.Rim,CA,California,6039,Madera,5,0,4,0,0,0,0,NA,NA,NA,NA,NA,0,4.68,0,0,Organic,100,0,5,Specialty,1,1,3,1,1,1,3,4,1,1,0,1,1,1,0,0
R_2rZOuFw8wtHXTwJ,USA,Mountain,Fruitful.Rim,AZ,Arizona,4027,Yuma,70,0,65,0,0,0,5,NA,NA,NA,NA,NA,0,70,0,0,Organic,100,0,70,Specialty,1,3,1,3,1,1,1,4,1,0,1,0,1,1,1,0
R_2S61kiJYsfZAXgi,USA,Northeast,Northern.Crescent,VT,Vermont,50025,Windham,576,0,50,400,70,50,6,NA,NA,NA,NA,NA,40,0,0,10,Split,50,50,576,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_2S99vBNFgEqijor,USA,Pacific,Fruitful.Rim,CA,California,6007,Butte,11,0,8.5,0,0,1,1.5,NA,NA,NA,NA,NA,0,8.5,0,0,Organic,90,10,11,Specialty,3,1,1,1,1,3,3,4,0,1,1,1,1,0,0,0
R_2sdUy1KvSVp5hl4,USA,Lake.States,Northern.Crescent,MI,Michigan,26067,Ionia,25,0,1,24,0,0,0,NA,NA,NA,NA,NA,0,0,0,25,Organic,100,0,25,Specialty,1,1,1,1,2,1,3,1,1,1,1,1,0,1,0,1
R_2SiOCPLVsKWzv5V,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42029,Chester,250,0,200,30,0,0,20,NA,NA,NA,NA,NA,195,5,0,0,Split,100,0,250,Mixed,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,0,0
R_2SwXwMiv300SDia,USA,Northeast,Northern.Crescent,NY,New.York,36055,Monroe,350,600,900,45,0,0,5,570,30,0,0,0,900,0,0,0,Conventional,100,0,950,Mixed,3,3,3,1,1,2,1,1,0,0,0,1,1,0,1,1
R_2SxbZzRTdwbvNjY,USA,Pacific,Fruitful.Rim,OR,Oregon,41047,Marion,31,0,9,0,0,18,4,NA,NA,NA,NA,NA,14,17,0,0,Split,40,60,31,Specialty,1,3,1,1,4,1,1,1,1,0,1,1,0,1,1,1
R_2sZ41uo4txcd9Pj,USA,Northeast,Northern.Crescent,NY,New.York,36071,Orange,216,24,92,80,0,65,3,24,0,0,0,0,0,0,0,24060,Organic,60,40,240,Mixed,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
R_2tinndv6kGtOxMv,USA,Northeast,Northern.Crescent,NY,New.York,36029,Erie,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,1,0,0,Organic,100,0,1,Specialty,3,3,3,3,4,3,3,4,0,0,0,0,0,0,0,0
R_2tioA2rVdxaXwqU,USA,Northeast,Northern.Crescent,NY,New.York,36097,Schuyler,27,0,3,22,0,0,2,NA,NA,NA,NA,NA,0,3,0,0,Organic,100,0,27,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2tJCwKwiBNfrxcz,USA,Southern.Plains,Prairie.Gateway,TX,Texas,48089,Colorado,42,0,30,12,0,0,0,NA,NA,NA,NA,NA,100,0,0,0,Conventional,100,0,42,Specialty,3,3,3,3,4,3,3,3,0,0,0,0,0,0,0,0
R_2TKTKoBNydqHdr2,USA,Southeast,Fruitful.Rim,FL,Florida,12031,Duval,7,0,2,3,1,0,1,NA,NA,NA,NA,NA,0,0,0,2,Organic,75,25,7,Specialty,1,1,1,3,3,1,1,4,1,1,1,0,0,1,1,0
R_2to22tvLmMyMiBe,USA,Corn.Belt,Heartland,OH,Ohio,39071,Highland,102,0,4,35,0,58,5,NA,NA,NA,NA,NA,0,0,0,4,Organic,10,90,102,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_2ttbd7mS3b7Q1bQ,USA,Northeast,Northern.Crescent,NY,New.York,36053,Madison,102,0,20,70,10,0,2,NA,NA,NA,NA,NA,0,100,1,1,Organic,99.5,0.5,102,Specialty,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_2uC15bEf2Vu6UX5,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,167,0,90,23,47,5,2,NA,NA,NA,NA,NA,0,90,0,0,Organic,98,2,167,Specialty,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1
R_2UgRJyP8qfXDbLx,USA,Corn.Belt,Heartland,IN,Indiana,18023,Clinton,38,0,28,2,0,3,5,NA,NA,NA,NA,NA,0,28,0,0,Organic,100,0,38,Mixed,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_2ur0x7pCWp73Pa1,USA,Northeast,Northern.Crescent,NY,New.York,36089,St.Lawrence,1500,400,800,250,200,240,10,300,100,0,0,0,900,30,0,0,Split,85,15,1900,Mixed,2,3,3,2,1,2,2,1,0,0,0,0,1,0,0,1
R_2uZBcrNLeGApAxC,USA,Mountain,Basin.and.Range,ID,Idaho,16055,Kootenai,30,0,25,1,1,0,3,NA,NA,NA,NA,NA,25,0,0,0,Conventional,100,0,30,Mixed,2,3,1,1,4,1,3,4,0,0,1,1,0,1,0,0
R_2ve1GtK1y1Hewt4,USA,Northeast,Northern.Crescent,NY,New.York,36011,Cayuga,20,30,40,0,0,0,10,20,0,0,0,0,0,0,0,50,Organic,100,0,50,Specialty,1,1,2,3,1,1,1,1,1,1,0,0,1,1,1,1
R_2VgPVa0cy4Rkg4K,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55007,Bayfield,4,0,1,1,0,1,1,NA,NA,NA,NA,NA,0,0,0,3,Organic,50,50,4,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
